channel,estimated_roi,target_channel,roi_prior_mu,roi_prior_sigma,roi_prior_dist
moloco,0.407523,snapchat,0.072657,0.011706,LogNormal
liveintent,0.38513166,snapchat,0.072657,0.011706,LogNormal
beehiiv,0.5357788,snapchat,0.072657,0.011706,LogNormal
amazon,1.46091,snapchat,0.072657,0.011706,LogNormal
meta,-0.08018619,snapchat,0.072657,0.016722,Normal
google,-0.041879483,snapchat,0.072657,0.016722,Normal
snapchat,0.05881042,snapchat,0.072657,0.016722,Normal
tiktok,-0.021543473,snapchat,0.072657,0.016722,Normal
moloco,0.11301197,snapchat,0.072657,0.016722,Normal
liveintent,0.33453676,snapchat,0.072657,0.016722,Normal
beehiiv,0.34618115,snapchat,0.072657,0.016722,Normal
amazon,0.418891,snapchat,0.072657,0.016722,Normal
meta,0.36693564,snapchat,0.072657,0.016722,LogNormal
google,0.07016905,snapchat,0.072657,0.016722,LogNormal
snapchat,1.0438955,snapchat,0.072657,0.016722,LogNormal
tiktok,0.25909707,snapchat,0.072657,0.016722,LogNormal
moloco,0.40057725,snapchat,0.072657,0.016722,LogNormal
liveintent,0.39537817,snapchat,0.072657,0.016722,LogNormal
beehiiv,0.5329404,snapchat,0.072657,0.016722,LogNormal
amazon,1.4014689,snapchat,0.072657,0.016722,LogNormal
meta,-0.072520286,snapchat,0.072657,0.023411,Normal
google,-0.033888265,snapchat,0.072657,0.023411,Normal
snapchat,0.051746476,snapchat,0.072657,0.023411,Normal
tiktok,-0.07317254,snapchat,0.072657,0.023411,Normal
moloco,0.10212859,snapchat,0.072657,0.023411,Normal
liveintent,0.4276701,snapchat,0.072657,0.023411,Normal
beehiiv,0.30003446,snapchat,0.072657,0.023411,Normal
amazon,0.4224422,snapchat,0.072657,0.023411,Normal
meta,0.3802926,snapchat,0.072657,0.023411,LogNormal
google,0.06741589,snapchat,0.072657,0.023411,LogNormal
snapchat,1.01505,snapchat,0.072657,0.023411,LogNormal
tiktok,0.25105882,snapchat,0.072657,0.023411,LogNormal
moloco,0.3874116,snapchat,0.072657,0.023411,LogNormal
liveintent,0.40935668,snapchat,0.072657,0.023411,LogNormal
beehiiv,0.53031075,snapchat,0.072657,0.023411,LogNormal
amazon,1.4232017,snapchat,0.072657,0.023411,LogNormal
meta,-0.06294635,snapchat,0.072657,0.033445,Normal
google,-0.04117709,snapchat,0.072657,0.033445,Normal
snapchat,0.039515704,snapchat,0.072657,0.033445,Normal
tiktok,-0.019044464,snapchat,0.072657,0.033445,Normal
moloco,0.14001647,snapchat,0.072657,0.033445,Normal
liveintent,0.36282858,snapchat,0.072657,0.033445,Normal
beehiiv,0.28272995,snapchat,0.072657,0.033445,Normal
amazon,0.38925904,snapchat,0.072657,0.033445,Normal
meta,0.3703099,snapchat,0.072657,0.033445,LogNormal
google,0.056653798,snapchat,0.072657,0.033445,LogNormal
snapchat,0.9735691,snapchat,0.072657,0.033445,LogNormal
tiktok,0.25846115,snapchat,0.072657,0.033445,LogNormal
moloco,0.37208927,snapchat,0.072657,0.033445,LogNormal
liveintent,0.33434612,snapchat,0.072657,0.033445,LogNormal
beehiiv,0.50148255,snapchat,0.072657,0.033445,LogNormal
amazon,1.3656471,snapchat,0.072657,0.033445,LogNormal
meta,-0.09183444,snapchat,0.103795,0.006689,Normal
google,-0.053154428,snapchat,0.103795,0.006689,Normal
snapchat,0.10135426,snapchat,0.103795,0.006689,Normal
tiktok,-0.032236967,snapchat,0.103795,0.006689,Normal
moloco,0.13041341,snapchat,0.103795,0.006689,Normal
liveintent,0.354847,snapchat,0.103795,0.006689,Normal
beehiiv,0.31113052,snapchat,0.103795,0.006689,Normal
amazon,0.45096716,snapchat,0.103795,0.006689,Normal
meta,0.3643272,snapchat,0.103795,0.006689,LogNormal
google,0.06342169,snapchat,0.103795,0.006689,LogNormal
snapchat,1.1048094,snapchat,0.103795,0.006689,LogNormal
tiktok,0.24466734,snapchat,0.103795,0.006689,LogNormal
moloco,0.39530155,snapchat,0.103795,0.006689,LogNormal
liveintent,0.39946857,snapchat,0.103795,0.006689,LogNormal
beehiiv,0.57664186,snapchat,0.103795,0.006689,LogNormal
amazon,1.7125833,snapchat,0.103795,0.006689,LogNormal
meta,-0.08855419,snapchat,0.103795,0.011706,Normal
google,-0.049840074,snapchat,0.103795,0.011706,Normal
snapchat,0.09803763,snapchat,0.103795,0.011706,Normal
tiktok,-0.034722563,snapchat,0.103795,0.011706,Normal
moloco,0.09229017,snapchat,0.103795,0.011706,Normal
liveintent,0.30876324,snapchat,0.103795,0.011706,Normal
beehiiv,0.27811036,snapchat,0.103795,0.011706,Normal
amazon,0.3662653,snapchat,0.103795,0.011706,Normal
meta,0.36093763,snapchat,0.103795,0.011706,LogNormal
google,0.065539815,snapchat,0.103795,0.011706,LogNormal
snapchat,1.0894254,snapchat,0.103795,0.011706,LogNormal
tiktok,0.2740776,snapchat,0.103795,0.011706,LogNormal
moloco,0.37527314,snapchat,0.103795,0.011706,LogNormal
liveintent,0.42978445,snapchat,0.103795,0.011706,LogNormal
beehiiv,0.5553976,snapchat,0.103795,0.011706,LogNormal
amazon,1.457804,snapchat,0.103795,0.011706,LogNormal
meta,-0.079954125,snapchat,0.103795,0.016722,Normal
google,-0.06624709,snapchat,0.103795,0.016722,Normal
snapchat,0.09134892,snapchat,0.103795,0.016722,Normal
tiktok,-0.03208124,snapchat,0.103795,0.016722,Normal
moloco,0.13853729,snapchat,0.103795,0.016722,Normal
liveintent,0.407856,snapchat,0.103795,0.016722,Normal
beehiiv,0.28985435,snapchat,0.103795,0.016722,Normal
amazon,0.44690093,snapchat,0.103795,0.016722,Normal
meta,0.43508726,snapchat,0.103795,0.016722,LogNormal
google,0.077427186,snapchat,0.103795,0.016722,LogNormal
snapchat,1.0714159,snapchat,0.103795,0.016722,LogNormal
tiktok,0.27245927,snapchat,0.103795,0.016722,LogNormal
moloco,0.40508208,snapchat,0.103795,0.016722,LogNormal
liveintent,0.43787175,snapchat,0.103795,0.016722,LogNormal
beehiiv,0.542218,snapchat,0.103795,0.016722,LogNormal
amazon,1.2861917,snapchat,0.103795,0.016722,LogNormal
meta,-0.083106235,snapchat,0.103795,0.023411,Normal
google,-0.037908886,snapchat,0.103795,0.023411,Normal
snapchat,0.07725735,snapchat,0.103795,0.023411,Normal
tiktok,-0.03985959,snapchat,0.103795,0.023411,Normal
moloco,0.0918573,snapchat,0.103795,0.023411,Normal
liveintent,0.2840837,snapchat,0.103795,0.023411,Normal
beehiiv,0.304721,snapchat,0.103795,0.023411,Normal
amazon,0.41346163,snapchat,0.103795,0.023411,Normal
meta,0.3725304,snapchat,0.103795,0.023411,LogNormal
google,0.07115766,snapchat,0.103795,0.023411,LogNormal
snapchat,1.0482925,snapchat,0.103795,0.023411,LogNormal
tiktok,0.26167578,snapchat,0.103795,0.023411,LogNormal
moloco,0.40867662,snapchat,0.103795,0.023411,LogNormal
liveintent,0.38124508,snapchat,0.103795,0.023411,LogNormal
beehiiv,0.54349214,snapchat,0.103795,0.023411,LogNormal
amazon,1.483984,snapchat,0.103795,0.023411,LogNormal
meta,-0.07724571,snapchat,0.103795,0.033445,Normal
google,-0.026230901,snapchat,0.103795,0.033445,Normal
snapchat,0.061897874,snapchat,0.103795,0.033445,Normal
tiktok,-0.043131318,snapchat,0.103795,0.033445,Normal
