run_id,channel,target_channel,targets,roi_prior_mu,roi_prior_sigma,roi_prior_dist,dist_normalized,is_baseline,estimated_roi,baseline_roi,pct_change,delta_abs,delta_pct,contribution_value,contribution_delta,contribution_share,run_contribution_total,effect_value,effect_share,channel_total_spend,spend_share,adstock_alpha_m,saturation_ec_m,saturation_slope_m,max_lag,adstock_decay_spec,qc_status_code,qc_summary_short
multi|meta|1.000000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,google,meta,meta,1.0,1.0,LogNormal,lognormal,False,0.0149116113275522,0.0151750972773879,,0.0009174527962265,0.0655596972245811,15356788.457216028,944842.7940915544,0.269209001729202,57044112.04148166,15356788.457216028,0.269209001729202,10298543.94665,0.5358812722474189,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,snapchat,meta,meta,1.0,1.0,LogNormal,lognormal,False,0.0304320002694536,0.0295174331237406,,0.0002273057370136,0.0075255102073445,13214904.118446892,98706.08220330252,0.2316611416238227,57044112.04148166,13214904.118446892,0.2316611416238227,4342436.908989999,0.2259572447812554,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,meta,meta,1.0,1.0,LogNormal,lognormal,False,0.0288960994331864,0.0307713768429433,,0.0001076526699276,0.0037394400195669,5064576.02988757,18868.12207750976,0.08878350190120732,57044112.04148166,5064576.02988757,0.08878350190120732,1752685.00913,0.09120037525761927,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,moloco,meta,meta,1.0,1.0,LogNormal,lognormal,False,0.072094821021116,0.0703099257564948,,0.0011945113140003,0.0168477587606421,6072075.343607963,100605.87701962145,0.10644526010313628,57044112.04148166,6072075.343607963,0.10644526010313628,842234.6095886,0.04382539477961466,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,liveintent,meta,meta,1.0,1.0,LogNormal,lognormal,False,0.1043899109730652,0.1033024348823043,,0.0021899699508989,0.0214282897719473,8330180.995536477,174756.7930245772,0.14603051388509455,57044112.04148166,8330180.995536477,0.14603051388509455,797987.173079,0.041522994295304996,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,beehiiv,meta,meta,1.0,1.0,LogNormal,lognormal,False,0.1849304734286852,0.1775703480498244,,0.004378165147888,0.0231271281691519,6068905.386038006,-143679.24092958216,0.10638968981802689,57044112.04148166,6068905.386038006,0.10638968981802689,328172.2732613,0.017076333918912757,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,amazon,meta,meta,1.0,1.0,LogNormal,lognormal,False,0.1425963186674441,0.1465167666824224,,0.0001237569237126,0.0008671304523913,224450.285907984,-194.79659201574395,0.003934679283722867,57044112.04148166,224450.285907984,0.003934679283722867,15740.258094,0.0008190390385875116,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,meta,meta,meta,1.0,1.5,LogNormal,lognormal,False,0.0238717303498803,0.0487444552453234,,0.0054088304948527,0.1847242791398117,2005602.82475938,-454427.28952305065,0.03615834439087731,55467219.49098394,2005602.82475938,0.03615834439087731,840158.1265220001,0.04371734568128637,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,google,meta,meta,1.0,1.5,LogNormal,lognormal,False,0.0143924185319338,0.0151750972773879,,0.000398260000608,0.0284590173618943,14822095.474970013,410149.8118455373,0.2672226156456122,55467219.49098394,14822095.474970013,0.2672226156456122,10298543.94665,0.5358812722474189,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,snapchat,meta,meta,1.0,1.5,LogNormal,lognormal,False,0.0304818502881486,0.0295174331237406,,0.0002771557557086,0.0091759165255234,13236551.174556391,120353.13831280358,0.23863736628636956,55467219.49098394,13236551.174556391,0.23863736628636956,4342436.908989999,0.2259572447812554,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,meta,meta,1.0,1.5,LogNormal,lognormal,False,0.0278443036276924,0.0307713768429433,,0.0009441431355663,0.0327959039725361,4880229.355792055,-165478.5520180054,0.08798402733321298,55467219.49098394,4880229.355792055,0.08798402733321298,1752685.00913,0.09120037525761927,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,moloco,meta,meta,1.0,1.5,LogNormal,lognormal,False,0.0724410467645308,0.0703099257564948,,0.0015407370574151,0.0217310342335566,6101235.673991411,129766.20740306936,0.10999714299692184,55467219.49098394,6101235.673991411,0.10999714299692184,842234.6095886,0.04382539477961466,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,liveintent,meta,meta,1.0,1.5,LogNormal,lognormal,False,0.1032163177213321,0.1033024348823043,,0.0010163766991657,0.0099449832260212,8236529.759406968,81105.55689506792,0.14849364786972594,55467219.49098394,8236529.759406968,0.14849364786972594,797987.173079,0.041522994295304996,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
multi|meta|1.000000|1.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,beehiiv,meta,meta,1.0,1.5,LogNormal,lognormal,False,0.1817469445833315,0.1775703480498244,,0.0075616939932418,0.0399437344756097,5964430.79622074,-248153.8307468481,0.10753073348467096,55467219.49098394,5964430.79622074,0.10753073348467096,328172.2732613,0.017076333918912757,0.3,0.5,1.2,4,geometric,REVIEW,REVIEW:ROIConsistency
