targets,prior_key,channel,roi_baseline,roi_new,delta_abs,delta_pct
"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}",beehiiv,0.4773862166666667,0.48075953,0.0033733133333332943,0.0070662143471325045
"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.016722}}",amazon,1.3454192333333335,1.3912275,0.0458082666666666,0.03404757828024696
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",meta,1.0443267,0.01969207,1.02463463,0.9811437646858976
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",google,0.05527999733333333,-0.027406147,0.08268614433333332,1.4957696874466806
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",snapchat,0.109747375,-0.018267546,0.128014921,1.1664508695538276
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",tiktok,1.0378102666666666,0.0405825,0.9972277666666667,0.9608960314775584
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",moloco,0.3648978133333333,0.1109005,0.2539973133333333,0.69607792662026
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",liveintent,0.34016799000000003,0.33246106,0.007706930000000056,0.02265624699137636
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",beehiiv,0.4773862166666667,0.18242659,0.2949596266666667,0.6178637262010044
"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",amazon,1.3454192333333335,0.18497643,1.1604428033333334,0.8625139098526836
"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",meta,1.0443267,1.0384215,0.005905199999999944,0.0056545523541626785
"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.051898, ""sigma"": 0.023411}}",google,0.05527999733333333,0.05716365,0.0018836526666666728,0.03407476044740765
