channel,estimated_roi,target_channel,roi_prior_mu,roi_prior_sigma,roi_prior_dist,is_baseline,targets,prior_key,roi_prior_overrides_json
amazon,1.342952,"meta,tiktok",0.072657,0.011706,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.011706}}"
meta,0.056547195,"meta,tiktok",0.072657,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
google,-0.031385586,"meta,tiktok",0.072657,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
snapchat,-0.02397826,"meta,tiktok",0.072657,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
tiktok,0.06959547,"meta,tiktok",0.072657,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
moloco,0.098244146,"meta,tiktok",0.072657,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
liveintent,0.31846362,"meta,tiktok",0.072657,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
beehiiv,0.25298715,"meta,tiktok",0.072657,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
amazon,0.058364622,"meta,tiktok",0.072657,0.016722,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
meta,1.0686599,"meta,tiktok",0.072657,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
google,0.05343421,"meta,tiktok",0.072657,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
snapchat,0.110528395,"meta,tiktok",0.072657,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
tiktok,1.0593705,"meta,tiktok",0.072657,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
moloco,0.36264306,"meta,tiktok",0.072657,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
liveintent,0.3572016,"meta,tiktok",0.072657,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
beehiiv,0.46962565,"meta,tiktok",0.072657,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
amazon,1.353699,"meta,tiktok",0.072657,0.016722,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.016722}}"
meta,0.03286279,"meta,tiktok",0.072657,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
google,-0.023272123,"meta,tiktok",0.072657,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
snapchat,0.030486638,"meta,tiktok",0.072657,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
tiktok,0.061683983,"meta,tiktok",0.072657,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
moloco,0.06801095,"meta,tiktok",0.072657,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
liveintent,0.14915736,"meta,tiktok",0.072657,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
beehiiv,0.29135415,"meta,tiktok",0.072657,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
amazon,0.10122935,"meta,tiktok",0.072657,0.023411,Normal,False,"meta,tiktok","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""Normal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
meta,1.0626059,"meta,tiktok",0.072657,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
google,0.055371292,"meta,tiktok",0.072657,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
snapchat,0.10608636,"meta,tiktok",0.072657,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
tiktok,1.042993,"meta,tiktok",0.072657,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
moloco,0.35062593,"meta,tiktok",0.072657,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
liveintent,0.35577402,"meta,tiktok",0.072657,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
beehiiv,0.47936812,"meta,tiktok",0.072657,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
amazon,1.3968645,"meta,tiktok",0.072657,0.023411,LogNormal,False,"meta,tiktok","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}","{""meta"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.072657, ""sigma"": 0.023411}}"
